Minutes from midnight,Days,Is business,MAX BATP001,MIN BATP001,AVG BATP001,DIFF BATP001,SEC BATP001,MAX BATP002,MIN BATP002,AVG BATP002,DIFF BATP002,SEC BATP002,MAX BATP003,MIN BATP003,AVG BATP003,DIFF BATP003,SEC BATP003,MAX BATP004,MIN BATP004,AVG BATP004,DIFF BATP004,SEC BATP004,MAX BATP005,MIN BATP005,AVG BATP005,DIFF BATP005,SEC BATP005,MAX BATP006,MIN BATP006,AVG BATP006,DIFF BATP006,SEC BATP006,MAX BATP007,MIN BATP007,AVG BATP007,DIFF BATP007,SEC BATP007,MAX BATP008,MIN BATP008,AVG BATP008,DIFF BATP008,SEC BATP008,MAX BATP009,MIN BATP009,AVG BATP009,DIFF BATP009,SEC BATP009,MAX BATP010,MIN BATP010,AVG BATP010,DIFF BATP010,SEC BATP010,MAX BATP011,MIN BATP011,AVG BATP011,DIFF BATP011,SEC BATP011,MAX BATP012,MIN BATP012,AVG BATP012,DIFF BATP012,SEC BATP012,MAX BATP013,MIN BATP013,AVG BATP013,DIFF BATP013,SEC BATP013,MAX BATP101,MIN BATP101,AVG BATP101,DIFF BATP101,SEC BATP101,MAX BATP102,MIN BATP102,AVG BATP102,DIFF BATP102,SEC BATP102,MAX BATP103,MIN BATP103,AVG BATP103,DIFF BATP103,SEC BATP103,MAX BATV001,MIN BATV001,AVG BATV001,DIFF BATV001,SEC BATV001,MAX BATV002,MIN BATV002,AVG BATV002,DIFF BATV002,SEC BATV002,MAX BATV003,MIN BATV003,AVG BATV003,DIFF BATV003,SEC BATV003,MAX BATV004,MIN BATV004,AVG BATV004,DIFF BATV004,SEC BATV004,MAX BATV005,MIN BATV005,AVG BATV005,DIFF BATV005,SEC BATV005,MAX BATV006,MIN BATV006,AVG BATV006,DIFF BATV006,SEC BATV006,MAX BATV007,MIN BATV007,AVG BATV007,DIFF BATV007,SEC BATV007,MAX BATV008,MIN BATV008,AVG BATV008,DIFF BATV008,SEC BATV008,MAX BATV009,MIN BATV009,AVG BATV009,DIFF BATV009,SEC BATV009,MAX BATV010,MIN BATV010,AVG BATV010,DIFF BATV010,SEC BATV010,MAX BATV011,MIN BATV011,AVG BATV011,DIFF BATV011,SEC BATV011,MAX BATV012,MIN BATV012,AVG BATV012,DIFF BATV012,SEC BATV012,MAX BATV013,MIN BATV013,AVG BATV013,DIFF BATV013,SEC BATV013,MAX BATV101,MIN BATV101,AVG BATV101,DIFF BATV101,SEC BATV101,MAX BATV102,MIN BATV102,AVG BATV102,DIFF BATV102,SEC BATV102,MAX BATV103,MIN BATV103,AVG BATV103,DIFF BATV103,SEC BATV103,VAL D001,N D001,SEC D001,VAL D002,N D002,SEC D002,VAL D003,N D003,SEC D003,VAL L001,N L001,SEC L001,VAL L002,N L002,SEC L002,VAL L003,N L003,SEC L003,VAL L004,N L004,SEC L004,VAL L005,N L005,SEC L005,VAL L006,N L006,SEC L006,VAL L007,N L007,SEC L007,VAL L008,N L008,SEC L008,MAX LL001,MIN LL001,AVG LL001,DIFF LL001,SEC LL001,MAX LS001,MIN LS001,AVG LS001,DIFF LS001,SEC LS001,MAX LS002,MIN LS002,AVG LS002,DIFF LS002,SEC LS002,MAX LS003,MIN LS003,AVG LS003,DIFF LS003,SEC LS003,MAX LS004,MIN LS004,AVG LS004,DIFF LS004,SEC LS004,MAX LS005,MIN LS005,AVG LS005,DIFF LS005,SEC LS005,MAX LS006,MIN LS006,AVG LS006,DIFF LS006,SEC LS006,MAX LS007,MIN LS007,AVG LS007,DIFF LS007,SEC LS007,MAX LS008,MIN LS008,AVG LS008,DIFF LS008,SEC LS008,MAX LS009,MIN LS009,AVG LS009,DIFF LS009,SEC LS009,MAX LS010,MIN LS010,AVG LS010,DIFF LS010,SEC LS010,MAX LS011,MIN LS011,AVG LS011,DIFF LS011,SEC LS011,MAX LS012,MIN LS012,AVG LS012,DIFF LS012,SEC LS012,MAX LS013,MIN LS013,AVG LS013,DIFF LS013,SEC LS013,VAL M001,N M001,SEC M001,VAL M002,N M002,SEC M002,VAL M003,N M003,SEC M003,VAL M005,N M005,SEC M005,VAL MA004,N MA004,SEC MA004,VAL MA006,N MA006,SEC MA006,VAL MA007,N MA007,SEC MA007,VAL MA008,N MA008,SEC MA008,VAL MA009,N MA009,SEC MA009,VAL MA010,N MA010,SEC MA010,VAL MA011,N MA011,SEC MA011,VAL MA012,N MA012,SEC MA012,VAL MA013,N MA013,SEC MA013,MAX T101,MIN T101,AVG T101,DIFF T101,SEC T101,MAX T102,MIN T102,AVG T102,DIFF T102,SEC T102,MAX T103,MIN T103,AVG T103,DIFF T103,SEC T103,TIME Toilet,TIME Eat_Lunch,TIME Drink,TIME Dress,TIME Enter_Home,TIME Sleep_Out_Of_Bed,TIME Entertain_Guests,TIME Phone,TIME Cook_Dinner,TIME Cook_Breakfast,TIME Take_Medicine,TIME Eat,TIME Cook_Lunch,TIME Watch_TV,TIME Sleep,TIME Step_Out,TIME Bed_Toilet_Transition,TIME Wash_Dishes,TIME Bathe,TIME Cook,TIME Evening_Meds,TIME Personal_Hygiene,TIME Morning_Meds,TIME Wash_Breakfast_Dishes,TIME Read,TIME Wash_Dinner_Dishes,TIME Groom,TIME Leave_Home,TIME Relax,TIME Eat_Breakfast,TIME Eat_Dinner,TIME Work_At_Table,TIME Work_On_Computer,TIME Wash_Lunch_Dishes,TO PREDICT
721,165,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9540,0,2480.4,9540,936,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,6,0,5.263888888888889,6,310,1,0,0.6152777777777778,1,2215,0,0,0.0,0,3600,4,0,2.0141666666666667,4,1617,6,0,4.106944444444444,6,1517,31,0,27.183611111111112,31,442,35,0,31.67861111111111,35,582,23,0,19.876666666666665,23,324,31,0,27.206666666666667,31,444,15,0,12.241666666666667,15,327,27,0,21.91333333333333,27,137,30,0,26.77111111111111,30,476,1,0,0.5,1,336,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,35,34,34.15555555555556,1,3005,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Enter_Home
783,165,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9520,0,9081.022222222222,9520,3434,0,0,0.0,0,3600,0,0,0.0,0,3600,9540,0,4616.3,9540,1742,0,0,0.0,0,3600,0,0,0.0,0,3600,9540,0,280.9,9540,106,0,0,0.0,0,3600,0,0,0.0,0,3600,9540,0,9145.15,9540,3451,0,0,0.0,0,3600,9480,9480,9477.366666666669,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,3,0,0.6208333333333333,3,435,1,0,0.1666666666666666,1,1034,0,0,0.0,0,3600,1,0,0.1505555555555555,1,542,3,0,0.745,3,441,29,0,22.135,29,566,32,0,24.324444444444445,32,106,22,0,19.657777777777778,22,448,30,0,23.137777777777774,30,568,13,0,10.668055555555556,13,452,24,0,18.805,24,861,25,17,23.326944444444443,8,1,1,0,0.3333333333333333,1,1060,0,0,3600,0,2,2828,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,24,0,0.5333333333333333,24,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Enter_Home
843,165,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,5,0,2.2594444444444446,5,1067,0,0,0.0,0,3600,0,0,0.0,0,3600,3,0,1.326111111111111,3,2974,5,0,2.8941666666666666,5,473,25,0,23.320555555555558,25,598,29,0,22.445,29,138,21,0,17.633333333333333,21,1080,27,22,24.99222222222222,5,1,13,0,9.543333333333331,13,2284,20,0,16.633333333333333,20,894,21,0,16.3225,21,33,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,2,468,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Enter_Home
903,165,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9540,0,781.75,9540,295,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,2,302,0,0,3600,0,0,3600,1,1,302,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,8,0,1.7233333333333334,8,305,24,0,2.006666666666667,24,301,33,0,2.7591666666666668,33,301,27,0,2.2575,27,301,12,0,2.182777777777778,12,252,25,15,19.495277777777776,10,1,28,0,19.02833333333333,28,141,17,0,11.679166666666667,17,483,22,0,13.351666666666668,22,3,10,0,7.015,10,252,18,0,12.651111111111112,18,896,25,0,14.119166666666668,25,241,0,0,0.0,0,3600,0,2,305,0,0,3600,0,0,3600,0,14,252,0,0,3600,0,0,3600,0,0,3600,0,2,252,0,0,3600,0,2,250,0,0,3600,0,6,240,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,Drink
965,165,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9540,0,5085.35,9540,1919,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9420,0,5003.066666666667,9420,1912,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,10,0,9.552777777777775,10,3439,26,0,24.727222222222224,26,1914,34,0,32.41222222222222,34,1917,27,0,14.390833333333331,27,1913,12,0,8.740833333333333,12,1316,21,0,15.037777777777778,21,1321,23,0,17.805,23,861,16,0,13.046666666666669,16,123,23,0,17.515833333333333,23,124,9,0,5.825277777777778,9,1311,14,0,12.053333333333333,14,1016,17,0,12.783611111111112,17,711,3,2,2.1661111111111118,1,1200,0,0,3600,0,4,1914,0,2,1917,0,6,1911,0,2,1913,0,0,3600,0,0,3600,0,4,1910,0,0,3600,0,4,1910,0,0,3600,0,8,1902,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3561,0,Leave_Home
1029,165,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,2,3376,0,0,3600,0,0,3600,0,1,3385,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,9,0,0.9513888888888888,9,3375,1,0,0.1633333333333333,1,2797,2,0,0.3305555555555555,2,2790,0,0,0.0,0,3600,12,0,1.3894444444444445,12,389,20,0,16.851111111111113,20,304,23,0,20.670277777777777,23,445,16,0,14.213055555555556,16,206,21,0,18.86833333333333,21,307,8,0,6.701388888888889,8,400,17,9,14.163055555555555,8,0,18,0,14.303333333333333,18,399,0,0,0.0,0,3600,0,6,3375,0,0,3600,0,0,3600,0,2,3385,0,0,3600,0,0,3600,0,0,3600,0,2,3386,0,0,3600,0,2,3387,0,0,3600,0,2,3389,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,210,0,Enter_Home
1091,165,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9140,0,2805.472222222222,9140,1105,0,0,0.0,0,3600,0,0,0.0,0,3600,9500,0,5961.25,9500,2259,0,0,0.0,0,3600,0,0,0.0,0,3600,9520,0,2808.4,9520,1062,9520,0,391.3777777777778,9520,148,9520,0,8343.222222222223,9520,3155,9500,0,1271.9444444444443,9500,482,9520,0,2879.8,9520,1089,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,4,1137,0,0,3600,0,0,3600,1,1,1134,0,0,3600,0,0,3600,1,1,986,0,0,3600,0,2,994,0,0,3600,0,0,0.0,0,3600,11,0,2.0508333333333333,11,539,27,0,8.351111111111111,27,493,36,0,10.709166666666668,36,1094,28,0,8.802777777777777,28,1091,14,0,4.735277777777778,14,493,34,0,19.92,34,515,40,10,23.53305555555556,30,360,31,0,13.442222222222222,31,490,37,0,21.25861111111111,37,523,7,0,5.181666666666667,7,47,11,0,8.971111111111112,11,434,14,0,11.311666666666667,14,487,27,0,1.1744444444444444,27,399,0,8,1136,0,4,1091,0,8,1094,0,12,490,0,6,1091,0,10,495,0,4,957,0,22,105,0,8,518,0,14,47,0,28,241,0,52,42,0,10,991,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,82,0,0,338,9,0,0,0,0,0,37,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,Watch_TV
1151,165,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9540,0,7759.2,9540,2928,0,0,0.0,0,3600,0,0,0.0,0,3600,9540,0,4624.25,9540,1745,0,0,0.0,0,3600,0,0,0.0,0,3600,9520,0,1438.5777777777778,9520,544,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,2,2922,0,0,3600,0,0,3600,0,1,2932,0,0,3600,0,0,3600,0,1,2937,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,10,0,0.2141666666666666,10,2328,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,14,0,4.052222222222222,14,2334,33,0,12.805,33,1739,39,0,8.365833333333333,39,1144,9,0,4.754166666666666,9,546,37,0,14.66638888888889,37,1142,6,0,2.8144444444444443,6,1804,10,0,4.706944444444445,10,850,11,3,6.3213888888888885,8,604,0,0,0.0,0,3600,0,6,2922,0,0,3600,0,0,3600,0,4,2931,0,0,3600,0,6,2937,0,12,2953,0,6,2934,0,8,2950,0,2,3592,0,0,3600,0,4,3595,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,Enter_Home
1212,165,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,3120,0,1701.2666666666669,3120,1963,0,0,0.0,0,3600,0,0,3600,0,6,1245,0,0,3600,0,0,3600,1,1,1960,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,10,0,3.3469444444444445,10,657,31,0,14.438888888888888,31,1028,36,0,18.735277777777775,36,514,30,0,14.866111111111111,30,861,10,0,4.761111111111111,10,1023,6,0,2.543888888888889,6,428,7,0,3.446111111111111,7,389,5,1,2.4747222222222223,4,1286,9,0,4.918055555555555,9,284,1,0,0.35,1,449,2,0,0.6666666666666666,2,904,1,0,0.3333333333333333,1,1258,2,0,0.7544444444444445,2,1058,0,16,1244,0,148,1028,0,38,1099,0,60,1023,0,230,434,0,2,1019,0,6,986,0,8,1020,0,26,284,0,4,1048,0,0,3600,0,10,1050,0,0,3600,0,0,0.0,0,3600,25,0,16.67861111111111,25,1627,0,0,0.0,0,3600,0,0,0,0,9,0,382,0,0,0,0,0,0,739,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Toilet
1275,165,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,27,27,26.9925,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,1,0,0.0025,1,2182,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,4,2182,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Toilet
1340,165,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,9500,0,3723.472222222222,9500,1411,0,0,0.0,0,3600,0,0,0.0,0,3600,9500,0,9478.888888888889,9500,3592,0,0,0.0,0,3600,0,0,0.0,0,3600,9420,0,2150.9,9420,822,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,1,1,3552,0,2,3471,0,2,3372,0,0,3600,0,0,0.0,0,3600,10,0,9.744444444444444,10,3508,31,0,24.59111111111111,31,2611,0,0,0.0,0,3600,29,0,26.377222222222223,29,3210,14,0,12.705,14,3208,30,0,29.078055555555554,30,489,37,0,35.86527777777778,37,1155,28,0,27.291944444444443,28,822,34,1,32.729166666666664,33,2307,26,0,18.27166666666667,26,210,38,0,26.75861111111111,38,2600,46,0,25.54138888888889,46,3181,27,0,4.014722222222222,27,2168,0,0,3600,0,22,3210,0,0,3600,0,10,3208,0,28,3210,0,16,3481,0,2,3595,0,24,3207,0,8,3498,0,12,3206,0,0,3600,0,28,3062,0,6,3367,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3198,0,Evening_Meds
1401,165,True,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,0,3600,0,1,2856,0,0,3600,0,0,3600,0,1,3143,0,0,3600,0,0,3600,0,0,3600,0,0,0.0,0,3600,8,0,1.3333333333333333,8,2408,28,0,3.381666666666667,28,2855,33,0,0.0733333333333333,33,2856,27,0,1.675,27,2855,10,0,0.4583333333333333,10,2852,29,0,3.5927777777777776,29,3143,1,0,0.0025,1,3134,0,0,0.0,0,3600,3,0,0.0077777777777777,3,3127,18,0,14.4575,18,148,43,0,21.093333333333334,43,148,42,0,20.67361111111111,42,148,3,0,0.6552777777777777,3,559,0,0,3600,0,32,837,0,4,2860,0,16,834,0,74,837,0,8,1708,0,10,3090,0,24,834,0,12,3089,0,16,833,0,30,260,0,186,292,0,22,1151,0,0,0.0,0,3600,0,0,0.0,0,3600,0,0,0.0,0,3600,50,0,56,701,0,0,0,0,0,0,0,0,0,0,826,0,0,0,0,0,226,42,0,0,988,0,0,0,0,0,0,0,211,0,Toilet
